,trialnumber,trlid,blocknumber,arraytiltcond,probetiltcond,stim1cond,stim2cond,trialDifficultyChange,trialdifficulty,difficultyOri,stim1ori,addToStim1,stim2ori,correctResp,delay1,delay2,ITI,stim1trig,stim2trig,respcuetrig,buttonpresstrig,fbtrig,rt,resptime,PerceptDecCorrect,trlResponded,buttonResponded,buttontrig,subid,fbgiven,prevtrlfb,rewarded,unrewarded
22,1,1,1,1,0,1,-1,0,2,8,45,0,45,d,5.42,0.52,4.72,10,11,31,-100,60,0.7878720319,0.9004424482,1,1,d,40.0,15,correct,,1,0
28,2,2,1,1,1,1,1,0,2,8,38,8,46,k,5.73,0.51,3.15,10,12,32,-100,60,0.4593681193,0.6103718601,1,1,k,50.0,15,correct,correct,1,0
34,3,3,1,1,1,1,1,0,2,8,45,8,53,k,6.22,0.46,3.48,10,12,32,-100,60,0.3546126062,0.4701161416,1,1,k,50.0,15,correct,correct,1,0
40,4,4,1,0,0,-1,-1,0,2,8,-58,0,-58,d,5.11,0.42,4.42,1,2,22,-100,60,0.4722866154,0.6202101251,1,1,d,40.0,15,correct,correct,1,0
46,5,5,1,1,0,1,-1,0,2,8,43,0,43,d,6.26,0.62,3.28,10,11,31,-100,60,0.2973181405,0.480068447,1,1,d,40.0,15,correct,correct,1,0
52,6,6,1,0,1,-1,1,0,2,8,-54,8,-46,k,5.38,0.46,4.99,1,3,23,-100,60,0.3025719816,0.4001386731,1,1,k,50.0,15,correct,correct,1,0
58,7,7,1,0,1,-1,1,0,2,8,-38,8,-30,k,6.24,0.54,4.56,1,3,23,-100,60,0.2770511662,0.4401448997,1,1,k,50.0,15,correct,correct,1,0
64,8,8,1,0,0,-1,-1,0,2,8,-35,0,-35,d,4.09,0.58,4.55,1,2,22,-100,61,0.4191027359,0.5802184387,0,1,k,50.0,15,incorrect,correct,0,1
70,9,9,1,1,0,1,-1,0,2,8,42,0,42,d,6.99,0.44,4.02,10,11,31,-100,60,0.3495101537,0.5101819543,1,1,d,40.0,15,correct,incorrect,1,0
76,10,10,1,1,0,1,-1,0,2,8,35,0,35,d,6.97,0.42,3.72,10,11,31,-100,60,0.3444573088,0.4901863962,1,1,d,40.0,15,correct,correct,1,0
82,11,11,1,1,1,1,1,0,2,8,34,8,42,k,4.93,0.47,3.81,10,12,32,-100,60,0.3342107792,0.470159762,1,1,k,50.0,15,correct,correct,1,0
88,12,12,1,0,1,-1,1,0,2,8,-41,8,-33,k,5.69,0.65,3.41,1,3,23,-100,60,0.3639214387,0.5301923377,1,1,k,50.0,15,correct,correct,1,0
94,13,13,1,1,1,1,1,0,2,8,59,8,67,k,5.84,0.43,4.88,10,12,32,-100,60,0.3245763613,0.4101103654,1,1,k,50.0,15,correct,correct,1,0
100,14,14,1,1,0,1,-1,1,0,2,45,0,45,d,4.29,0.61,3.52,10,11,31,-100,60,0.3629207342,0.5402484199,1,1,d,40.0,15,correct,correct,1,0
106,15,15,1,0,1,-1,1,0,0,2,-39,2,-37,k,5.76,0.61,4.27,1,3,23,-100,60,0.2677905158,0.4201382227,1,1,k,50.0,15,correct,correct,1,0
112,16,16,1,0,0,-1,-1,0,0,2,-31,0,-31,d,6.8,0.42,4.31,1,2,22,-100,61,0.3365959341,0.5002019941,0,1,k,50.0,15,incorrect,correct,0,1
118,17,17,1,1,1,1,1,0,0,2,54,2,56,k,5.88,0.43,3.37,10,12,32,-100,60,0.4600235664,0.6402903583,1,1,k,50.0,15,correct,incorrect,1,0
124,18,18,1,1,1,1,1,0,0,2,51,2,53,k,6.88,0.5,3.04,10,12,32,-100,60,0.481075994,0.6502532124,1,1,k,50.0,15,correct,correct,1,0
130,19,19,1,0,1,-1,1,0,0,2,-45,2,-43,k,6.12,0.64,3.83,1,3,23,-100,60,0.3863631634,0.5401882636,1,1,k,50.0,15,correct,correct,1,0
136,20,20,1,1,1,1,1,0,0,2,48,2,50,k,4.78,0.56,3.24,10,12,32,-100,61,0.2682746173,0.4701583365,0,1,d,40.0,15,incorrect,correct,0,1
142,21,21,1,0,0,-1,-1,0,0,2,-37,0,-37,d,4.39,0.52,4.51,1,2,22,-100,60,0.4142605806,0.59024373,1,1,d,40.0,15,correct,incorrect,1,0
148,22,22,1,0,1,-1,1,0,0,2,-44,2,-42,k,4.88,0.66,4.31,1,3,23,-100,60,0.4896809121,0.6103034358,1,1,k,50.0,15,correct,correct,1,0
154,23,23,1,0,0,-1,-1,0,0,2,-30,0,-30,d,4.86,0.42,3.73,1,2,22,-100,61,0.325555113,0.4601130882,0,1,k,50.0,15,incorrect,correct,0,1
160,24,24,1,0,0,-1,-1,0,0,2,-48,0,-48,d,5.4,0.68,3.16,1,2,22,-100,61,0.3634570092,0.4801522667,0,1,k,50.0,15,incorrect,incorrect,0,1
166,25,25,1,1,1,1,1,0,0,2,41,2,43,k,4.51,0.62,3.66,10,12,32,-100,60,0.3514824824,0.5201841524,1,1,k,50.0,15,correct,incorrect,1,0
172,26,26,1,1,1,1,1,1,1,4,58,4,62,k,4.7,0.58,3.15,10,12,32,-100,60,0.3116247934,0.4901553202,1,1,k,50.0,15,correct,correct,1,0
178,27,27,1,0,0,-1,-1,0,1,4,-52,0,-52,d,5.57,0.49,4.78,1,2,22,-100,60,0.3887397652,0.6002208392,1,1,d,40.0,15,correct,correct,1,0
184,28,28,1,1,0,1,-1,0,1,4,38,0,38,d,5.14,0.51,4.4,10,11,31,-100,60,0.435987272,0.600177789,1,1,d,40.0,15,correct,correct,1,0
190,29,29,1,0,1,-1,1,0,1,4,-33,4,-29,k,5.03,0.48,3.33,1,3,23,-100,60,0.7340643513,0.8703962248,1,1,k,50.0,15,correct,correct,1,0
196,30,30,1,0,0,-1,-1,0,1,4,-50,0,-50,d,4.51,0.49,4.42,1,2,22,-100,60,0.5336192516,0.7303218306,1,1,d,40.0,15,correct,correct,1,0
202,31,31,1,0,1,-1,1,0,1,4,-38,4,-34,k,5.23,0.41,3.83,1,3,23,-100,60,0.3590858408,0.5201453787,1,1,k,50.0,15,correct,correct,1,0
208,32,32,1,0,0,-1,-1,0,1,4,-44,0,-44,d,5.47,0.53,3.87,1,2,22,-100,60,0.3946353687,0.5402213353,1,1,d,40.0,15,correct,correct,1,0
214,33,33,1,1,1,1,1,0,1,4,32,4,36,k,5.68,0.53,3.78,10,12,32,-100,60,0.4021891195,0.5702493123,1,1,k,50.0,15,correct,correct,1,0
220,34,34,1,1,1,1,1,0,1,4,50,4,54,k,5.97,0.43,3.9,10,12,32,-100,60,0.3352528233,0.5201827269,1,1,k,50.0,15,correct,correct,1,0
226,35,35,1,0,1,-1,1,0,1,4,-34,4,-30,k,4.69,0.43,3.06,1,3,23,-100,60,0.3334837716,0.5002213809,1,1,k,50.0,15,correct,correct,1,0
232,36,36,1,1,1,1,1,0,1,4,31,4,35,k,6.51,0.52,4.69,10,12,32,-100,61,0.6823310655,0.850390403,0,1,d,40.0,15,incorrect,correct,0,1
238,37,37,1,0,1,-1,1,0,1,4,-37,4,-33,k,6.57,0.69,3.24,1,3,23,-100,60,0.3809086112,0.580205324,1,1,k,50.0,15,correct,incorrect,1,0
244,38,38,1,1,0,1,-1,0,1,4,40,0,40,d,6.88,0.45,3.5,10,11,31,-100,60,0.3721160965,0.5501944531,1,1,d,40.0,15,correct,correct,1,0
250,39,39,1,0,1,-1,1,1,3,12,-39,12,-27,k,4.17,0.58,3.1,1,3,23,-100,60,0.5465979041,0.7303238263,1,1,k,50.0,15,correct,correct,1,0
256,40,40,1,1,0,1,-1,0,3,12,47,0,47,d,4.29,0.5,4.53,10,11,31,-100,61,0.3681529076,0.550197019,0,1,k,50.0,15,incorrect,correct,0,1
262,41,41,1,1,0,1,-1,0,3,12,52,0,52,d,5.2,0.45,3.09,10,11,31,-100,60,0.3042777408,0.4701617578,1,1,d,40.0,15,correct,incorrect,1,0
268,42,42,1,1,0,1,-1,0,3,12,36,0,36,d,4.56,0.5,3.43,10,11,31,-100,60,0.4304124071,0.5801733927,1,1,d,40.0,15,correct,correct,1,0
274,43,43,1,1,0,1,-1,0,3,12,38,0,38,d,4.85,0.66,3.24,10,11,31,-100,60,0.310714751,0.4801582539,1,1,d,40.0,15,correct,correct,1,0
280,44,44,1,1,0,1,-1,0,3,12,56,0,56,d,4.43,0.62,3.84,10,11,31,-100,60,0.3485422359,0.5101406147,1,1,d,40.0,15,correct,correct,1,0
286,45,45,1,0,0,-1,-1,0,3,12,-49,0,-49,d,6.92,0.5,4.55,1,2,22,-100,61,0.2869401793,0.4701731618,0,1,k,50.0,15,incorrect,correct,0,1
292,46,46,1,0,0,-1,-1,0,3,12,-36,0,-36,d,6.75,0.61,3.77,1,2,22,-100,61,0.29579228,0.4901812644,0,1,k,50.0,15,incorrect,incorrect,0,1
298,47,47,1,1,0,1,-1,0,3,12,56,0,56,d,6.86,0.44,4.78,10,11,31,-100,61,0.2942715513,0.4901844005,0,1,k,50.0,15,incorrect,incorrect,0,1
304,48,48,1,0,1,-1,1,0,3,12,-54,12,-42,k,5.93,0.54,3.19,1,3,23,-100,60,0.2976956142,0.4801916107,1,1,k,50.0,15,correct,incorrect,1,0
310,49,49,1,0,0,-1,-1,0,3,12,-31,0,-31,d,6.41,0.52,3.03,1,2,22,-100,61,0.299176999,0.4601644063,0,1,k,50.0,15,incorrect,correct,0,1
316,50,50,1,0,1,-1,1,0,3,12,-37,12,-25,k,6.7,0.55,3.55,1,3,23,-100,60,0.2641198405,0.4101103654,1,1,k,50.0,15,correct,incorrect,1,0
322,51,51,1,1,1,1,1,1,1,4,37,4,41,k,5.19,0.44,4.12,10,12,32,-100,60,0.2898764344,0.4401862394,1,1,k,50.0,15,correct,correct,1,0
328,52,52,1,0,1,-1,1,0,1,4,-46,4,-42,k,6.58,0.52,4.98,1,3,23,-100,62,,,-1,0,,,15,timed out,correct,0,0
333,53,53,1,0,1,-1,1,0,1,4,-52,4,-48,k,6.83,0.66,3.83,1,3,23,-100,60,0.30999202,0.4702384499,1,1,k,50.0,15,correct,timed out,1,0
339,54,54,1,1,1,1,1,0,1,4,41,4,45,k,5.99,0.54,4.0,10,12,32,-100,60,0.2794195002,0.4801673771,1,1,k,50.0,15,correct,correct,1,0
345,55,55,1,1,0,1,-1,0,1,4,39,0,39,d,6.91,0.67,4.37,10,11,31,-100,60,0.331672525,0.5302028864,1,1,d,40.0,15,correct,correct,1,0
351,56,56,1,0,0,-1,-1,0,1,4,-31,0,-31,d,6.28,0.6,3.59,1,2,22,-100,61,0.3006783408,0.4801970276,0,1,k,50.0,15,incorrect,correct,0,1
357,57,57,1,0,0,-1,-1,0,1,4,-52,0,-52,d,6.13,0.58,4.06,1,2,22,-100,60,0.2958453088,0.4901727113,1,1,d,40.0,15,correct,incorrect,1,0
363,58,58,1,1,1,1,1,0,1,4,39,4,43,k,5.26,0.63,3.18,10,12,32,-100,61,0.4377172648,0.6202534605,0,1,d,40.0,15,incorrect,correct,0,1
369,59,59,1,0,0,-1,-1,0,1,4,-33,0,-33,d,5.73,0.62,3.88,1,2,22,-100,61,0.4449197712,0.6102110631,0,1,k,50.0,15,incorrect,incorrect,0,1
375,60,60,1,1,0,1,-1,0,1,4,41,0,41,d,6.2,0.61,3.36,10,11,31,-100,60,0.4203061471,0.5702125342,1,1,d,40.0,15,correct,incorrect,1,0
381,61,61,1,1,1,1,1,0,1,4,42,4,46,k,5.41,0.47,4.02,10,12,32,-100,60,0.3057477215,0.4501653443,1,1,k,50.0,15,correct,correct,1,0
387,62,62,1,0,1,-1,1,0,1,4,-48,4,-44,k,6.13,0.53,3.96,1,3,23,-100,60,0.4347530698,0.54023445,1,1,k,50.0,15,correct,correct,1,0
393,63,63,1,0,0,-1,-1,0,1,4,-38,0,-38,d,6.56,0.65,4.27,1,2,22,-100,61,0.3371738338,0.4702564113,0,1,k,50.0,15,incorrect,correct,0,1
399,64,64,1,1,0,1,-1,0,1,4,52,0,52,d,5.04,0.5,4.87,10,11,31,-100,61,0.3144758033,0.4801685175,0,1,k,50.0,15,incorrect,incorrect,0,1
405,1,65,2,0,0,-1,-1,0,0,2,-57,0,-57,d,4.17,0.61,3.33,1,2,22,-100,61,0.6800294452,0.8803952868,0,1,k,50.0,15,incorrect,incorrect,0,1
411,2,66,2,0,1,-1,1,0,0,2,-60,2,-58,k,6.46,0.41,4.28,1,3,23,-100,60,0.370409482,0.5802309831,1,1,k,50.0,15,correct,incorrect,1,0
417,3,67,2,0,1,-1,1,0,0,2,-37,2,-35,k,4.65,0.43,4.47,1,3,23,-100,60,0.4420656251,0.6102675131,1,1,k,50.0,15,correct,correct,1,0
423,4,68,2,1,1,1,1,0,0,2,45,2,47,k,4.38,0.46,4.82,10,12,32,-100,60,0.3897932134,0.5702478868,1,1,k,50.0,15,correct,correct,1,0
429,5,69,2,1,0,1,-1,0,0,2,43,0,43,d,6.69,0.62,3.39,10,11,31,-100,62,,,-1,0,,,15,timed out,correct,0,0
434,6,70,2,0,1,-1,1,0,0,2,-39,2,-37,k,6.68,0.66,4.49,1,3,23,-100,60,0.3185045655,0.5201097411,1,1,k,50.0,15,correct,timed out,1,0
440,7,71,2,0,0,-1,-1,0,0,2,-44,0,-44,d,4.42,0.65,4.5,1,2,22,-100,60,0.5422056382,0.7403037865,1,1,d,40.0,15,correct,correct,1,0
446,8,72,2,0,0,-1,-1,0,0,2,-40,0,-40,d,6.83,0.45,4.2,1,2,22,-100,61,0.3466186595,0.5401882636,0,1,k,50.0,15,incorrect,correct,0,1
452,9,73,2,1,1,1,1,0,0,2,55,2,57,k,4.12,0.65,4.36,10,12,32,-100,60,0.2865396124,0.4801397223,1,1,k,50.0,15,correct,incorrect,1,0
458,10,74,2,0,0,-1,-1,0,0,2,-52,0,-52,d,6.98,0.46,4.25,1,2,22,-100,61,0.3488327538,0.5001757648,0,1,k,50.0,15,incorrect,correct,0,1
464,11,75,2,1,1,1,1,0,0,2,55,2,57,k,5.01,0.41,3.96,10,12,32,-100,60,0.2869148053,0.4201938174,1,1,k,50.0,15,correct,incorrect,1,0
470,12,76,2,0,1,-1,1,0,0,2,-40,2,-38,k,5.62,0.56,4.79,1,3,23,-100,60,0.3458286446,0.5302619023,1,1,k,50.0,15,correct,correct,1,0
476,13,77,2,0,1,-1,1,0,0,2,-49,2,-47,k,5.55,0.45,4.31,1,3,23,-100,61,0.2928585908,0.4901838303,0,1,d,40.0,15,incorrect,correct,0,1
482,14,78,2,0,1,-1,1,0,0,2,-50,2,-48,k,6.87,0.45,4.14,1,3,23,-100,60,0.4575543067,0.6402592822,1,1,k,50.0,15,correct,incorrect,1,0
488,15,79,2,0,1,-1,1,1,2,8,-56,8,-48,k,6.15,0.49,4.51,1,3,23,-100,60,0.3143745925,0.5102250046,1,1,k,50.0,15,correct,correct,1,0
494,16,80,2,1,1,1,1,0,2,8,35,8,43,k,6.24,0.46,3.68,10,12,32,-100,61,0.3774700081,0.5601898088,0,1,d,40.0,15,incorrect,correct,0,1
500,17,81,2,1,0,1,-1,0,2,8,55,0,55,d,6.05,0.58,3.1,10,11,31,-100,61,0.2990281762,0.4501624933,0,1,k,50.0,15,incorrect,incorrect,0,1
506,18,82,2,1,1,1,1,0,2,8,60,8,68,k,4.97,0.5,3.37,10,12,32,-100,60,0.3051105208,0.4201422141,1,1,k,50.0,15,correct,incorrect,1,0
512,19,83,2,1,1,1,1,0,2,8,57,8,65,k,6.69,0.56,3.83,10,12,32,-100,60,0.3179061385,0.4801762152,1,1,k,50.0,15,correct,correct,1,0
518,20,84,2,0,0,-1,-1,0,2,8,-39,0,-39,d,5.27,0.56,4.06,1,2,22,-100,61,0.3194168886,0.4701945444,0,1,k,50.0,15,incorrect,correct,0,1
524,21,85,2,0,0,-1,-1,0,2,8,-46,0,-46,d,4.75,0.45,4.05,1,2,22,-100,60,0.3532307217,0.5702313509,1,1,d,40.0,15,correct,incorrect,1,0
530,22,86,2,0,0,-1,-1,0,2,8,-46,0,-46,d,4.14,0.55,4.21,1,2,22,-100,61,0.3754024557,0.5101694099,0,1,k,50.0,15,incorrect,correct,0,1
536,23,87,2,1,0,1,-1,0,2,8,60,0,60,d,5.66,0.52,3.02,10,11,31,-100,61,0.7452522844,0.9104369486,0,1,k,50.0,15,incorrect,incorrect,0,1
542,24,88,2,0,0,-1,-1,0,2,8,-32,0,-32,d,4.47,0.57,3.93,1,2,22,-100,61,0.3507511983,0.5001720585,0,1,k,50.0,15,incorrect,incorrect,0,1
548,25,89,2,1,1,1,1,0,2,8,36,8,44,k,5.65,0.43,4.13,10,12,32,-100,60,0.3222308354,0.4701717363,1,1,k,50.0,15,correct,incorrect,1,0
554,26,90,2,1,0,1,-1,0,2,8,60,0,60,d,4.74,0.65,4.15,10,11,31,-100,61,0.2579368553,0.410134599,0,1,k,50.0,15,incorrect,correct,0,1
560,27,91,2,1,0,1,-1,0,2,8,31,0,31,d,6.19,0.61,4.0,10,11,31,-100,60,0.3368556611,0.5000788304,1,1,d,40.0,15,correct,incorrect,1,0
566,28,92,2,1,0,1,-1,1,3,12,52,0,52,d,6.95,0.54,3.96,10,11,31,-100,61,0.4437856394,0.5402016633,0,1,k,50.0,15,incorrect,correct,0,1
572,29,93,2,0,1,-1,1,0,3,12,-31,12,-19,k,5.31,0.58,4.77,1,3,23,-100,60,0.2966692506,0.4301908837,1,1,k,50.0,15,correct,incorrect,1,0
578,30,94,2,0,0,-1,-1,0,3,12,-36,0,-36,d,6.98,0.4,4.58,1,2,22,-100,61,0.7530506519,0.8904194377,0,1,k,50.0,15,incorrect,correct,0,1
584,31,95,2,1,1,1,1,0,3,12,52,12,64,k,6.34,0.6,4.81,10,12,32,-100,60,0.3072958199,0.4101488541,1,1,k,50.0,15,correct,incorrect,1,0
590,32,96,2,0,1,-1,1,0,3,12,-42,12,-30,k,4.01,0.68,3.94,1,3,23,-100,60,0.2856814584,0.4301686458,1,1,k,50.0,15,correct,correct,1,0
596,33,97,2,1,1,1,1,0,3,12,51,12,63,k,6.5,0.53,3.42,10,12,32,-100,60,0.2405867492,0.4201553287,1,1,k,50.0,15,correct,correct,1,0
602,34,98,2,1,0,1,-1,0,3,12,52,0,52,d,4.65,0.43,3.31,10,11,31,-100,60,0.5450857284,0.7403402794,1,1,d,40.0,15,correct,correct,1,0
608,35,99,2,1,0,1,-1,0,3,12,41,0,41,d,5.49,0.61,3.42,10,11,31,-100,60,0.3585307491,0.5702093981,1,1,d,40.0,15,correct,correct,1,0
614,36,100,2,0,1,-1,1,0,3,12,-33,12,-21,k,6.82,0.49,4.52,1,3,23,-100,60,0.3448687096,0.4901524692,1,1,k,50.0,15,correct,correct,1,0
620,37,101,2,0,1,-1,1,0,3,12,-59,12,-47,k,4.82,0.49,3.24,1,3,23,-100,60,0.3772604589,0.4101665303,1,1,k,50.0,15,correct,correct,1,0
626,38,102,2,1,1,1,1,0,3,12,57,12,69,k,5.76,0.56,3.67,10,12,32,-100,60,0.322799897,0.440182248,1,1,k,50.0,15,correct,correct,1,0
632,39,103,2,0,0,-1,-1,0,3,12,-47,0,-47,d,6.94,0.47,3.93,1,2,22,-100,60,0.2954812348,0.4901490479,1,1,d,40.0,15,correct,correct,1,0
638,40,104,2,1,0,1,-1,0,3,12,53,0,53,d,5.42,0.45,3.03,10,11,31,-100,60,0.6755872867,0.7603113189,1,1,d,40.0,15,correct,correct,1,0
