,trialnumber,trlid,blocknumber,arraytiltcond,probetiltcond,stim1cond,stim2cond,trialDifficultyChange,trialdifficulty,difficultyOri,stim1ori,addToStim1,stim2ori,correctResp,delay1,delay2,ITI,stim1trig,stim2trig,respcuetrig,buttonpresstrig,fbtrig,rt,resptime,PerceptDecCorrect,trlResponded,buttonResponded,buttontrig,subid,fbgiven,prevtrlfb,rewarded,unrewarded
1298,22,214,4,1,1,1,1,0,0,2,47,2,49,k,6.58,0.45,3.87,10,12,32,-100,60,0.3074186985,0.4401868096,1,1,k,50.0,15,correct,incorrect,1,0
1304,23,215,4,0,0,-1,-1,0,0,2,-44,0,-44,d,5.73,0.65,3.28,1,2,22,-100,61,0.2909104957,0.4101172079,0,1,k,50.0,15,incorrect,correct,0,1
1310,24,216,4,1,0,1,-1,0,0,2,39,0,39,d,5.53,0.56,4.9,10,11,31,-100,60,0.3560486599,0.5702327764,1,1,d,40.0,15,correct,incorrect,1,0
1316,25,217,4,0,1,-1,1,0,0,2,-53,2,-51,k,5.57,0.68,4.41,1,3,23,-100,61,0.7188177204,0.9203499101,0,1,d,40.0,15,incorrect,correct,0,1
1322,26,218,4,1,1,1,1,1,1,4,39,4,43,k,4.29,0.62,3.11,10,12,32,-100,61,0.605298773,0.8003109882,0,1,d,40.0,15,incorrect,incorrect,0,1
1328,27,219,4,1,0,1,-1,0,1,4,34,0,34,d,6.45,0.53,3.76,10,11,31,-100,60,0.3062717372,0.4901573159,1,1,d,40.0,15,correct,incorrect,1,0
1334,28,220,4,1,0,1,-1,0,1,4,48,0,48,d,5.6,0.46,3.32,10,11,31,-100,61,0.3497470727,0.4801519816,0,1,k,50.0,15,incorrect,correct,0,1
1340,29,221,4,0,1,-1,1,0,1,4,-58,4,-54,k,4.16,0.69,3.61,1,3,23,-100,60,0.3481525028,0.4501599274,1,1,k,50.0,15,correct,incorrect,1,0
1346,30,222,4,0,0,-1,-1,0,1,4,-37,0,-37,d,6.26,0.46,4.27,1,2,22,-100,60,0.2649497695,0.4301752031,1,1,d,40.0,15,correct,correct,1,0
1352,31,223,4,0,1,-1,1,0,1,4,-36,4,-32,k,5.19,0.65,3.42,1,3,23,-100,60,0.2391207599,0.320078608,1,1,k,50.0,15,correct,correct,1,0
1358,32,224,4,0,0,-1,-1,0,1,4,-45,0,-45,d,5.89,0.6,3.86,1,2,22,-100,61,0.7144545348,0.8103545259,0,1,k,50.0,15,incorrect,correct,0,1
1364,33,225,4,1,1,1,1,0,1,4,31,4,35,k,5.36,0.47,4.41,10,12,32,-100,61,0.3133168678,0.5101944987,0,1,d,40.0,15,incorrect,incorrect,0,1
1370,34,226,4,1,0,1,-1,0,1,4,60,0,60,d,4.89,0.49,4.27,10,11,31,-100,60,0.279077379,0.4601820826,1,1,d,40.0,15,correct,incorrect,1,0
1376,35,227,4,0,1,-1,1,0,1,4,-43,4,-39,k,4.74,0.52,3.09,1,3,23,-100,60,0.3554853003,0.4601672573,1,1,k,50.0,15,correct,correct,1,0
1382,36,228,4,1,1,1,1,0,1,4,51,4,55,k,4.27,0.66,3.21,10,12,32,-100,60,0.3358714924,0.4701526345,1,1,k,50.0,15,correct,correct,1,0
1388,37,229,4,1,0,1,-1,0,1,4,54,0,54,d,4.95,0.68,4.33,10,11,31,-100,61,0.2894142857,0.4101400159,0,1,k,50.0,15,incorrect,correct,0,1
1394,38,230,4,0,1,-1,1,0,1,4,-58,4,-54,k,6.7,0.66,3.04,1,3,23,-100,60,0.4486215224,0.5502229632,1,1,k,50.0,15,correct,incorrect,1,0
1400,39,231,4,0,1,-1,1,1,3,12,-52,12,-40,k,4.18,0.68,3.01,1,3,23,-100,60,0.2631718797,0.3200595063,1,1,k,50.0,15,correct,correct,1,0
1406,40,232,4,1,1,1,1,0,3,12,56,12,68,k,5.05,0.41,3.42,10,12,32,-100,60,0.2672724873,0.3701087005,1,1,k,50.0,15,correct,correct,1,0
1412,41,233,4,0,0,-1,-1,0,3,12,-39,0,-39,d,5.3,0.61,3.61,1,2,22,-100,61,0.3491369565,0.4702022421,0,1,k,50.0,15,incorrect,correct,0,1
1418,42,234,4,1,0,1,-1,0,3,12,38,0,38,d,5.3,0.67,4.06,10,11,31,-100,60,0.3486428765,0.5002863839,1,1,d,40.0,15,correct,incorrect,1,0
1424,43,235,4,1,0,1,-1,0,3,12,60,0,60,d,5.68,0.54,4.07,10,11,31,-100,61,0.4697380977,0.5701985643,0,1,k,50.0,15,incorrect,correct,0,1
1430,44,236,4,0,1,-1,1,0,3,12,-43,12,-31,k,4.93,0.59,3.01,1,3,23,-100,60,0.2920566017,0.4401771161,1,1,k,50.0,15,correct,incorrect,1,0
1436,45,237,4,0,0,-1,-1,0,3,12,-54,0,-54,d,6.03,0.45,3.68,1,2,22,-100,60,0.303281598,0.4802013041,1,1,d,40.0,15,correct,correct,1,0
1442,46,238,4,0,1,-1,1,0,3,12,-31,12,-19,k,5.75,0.5,4.05,1,3,23,-100,60,0.300518114,0.350120555,1,1,k,50.0,15,correct,correct,1,0
1448,47,239,4,1,0,1,-1,0,3,12,38,0,38,d,4.51,0.67,4.5,10,11,31,-100,61,0.2642609655,0.3500184888,0,1,k,50.0,15,incorrect,correct,0,1
1454,48,240,4,1,1,1,1,0,3,12,38,12,50,k,4.47,0.47,4.24,10,12,32,-100,60,0.2481801291,0.3501023085,1,1,k,50.0,15,correct,incorrect,1,0
1460,49,241,4,1,0,1,-1,0,3,12,35,0,35,d,6.19,0.52,4.85,10,11,31,-100,60,0.2930051327,0.4600882844,1,1,d,40.0,15,correct,correct,1,0
1466,50,242,4,1,1,1,1,0,3,12,37,12,49,k,5.33,0.68,4.39,10,12,32,-100,60,0.268321944,0.3901321985,1,1,k,50.0,15,correct,correct,1,0
1472,51,243,4,0,1,-1,1,0,3,12,-38,12,-26,k,6.32,0.46,3.09,1,3,23,-100,60,0.289776649,0.4101400159,1,1,k,50.0,15,correct,correct,1,0
1478,52,244,4,1,1,1,1,0,3,12,38,12,50,k,4.87,0.54,4.02,10,12,32,-100,60,0.2455874207,0.3300865082,1,1,k,50.0,15,correct,correct,1,0
1484,53,245,4,0,1,-1,1,1,0,2,-57,2,-55,k,6.5,0.56,3.09,1,3,23,-100,60,0.4691071692,0.6002587577,1,1,k,50.0,15,correct,correct,1,0
1490,54,246,4,1,1,1,1,0,0,2,41,2,43,k,4.25,0.42,4.48,10,12,32,-100,61,0.3450086942,0.5401742936,0,1,d,40.0,15,incorrect,correct,0,1
1496,55,247,4,1,1,1,1,0,0,2,34,2,36,k,5.74,0.46,3.36,10,12,32,-100,61,0.2703467313,0.4401340659,0,1,d,40.0,15,incorrect,incorrect,0,1
1502,56,248,4,0,1,-1,1,0,0,2,-57,2,-55,k,5.6,0.54,3.35,1,3,23,-100,61,0.2381377317,0.4001366774,0,1,d,40.0,15,incorrect,incorrect,0,1
1508,57,249,4,0,0,-1,-1,0,0,2,-32,0,-32,d,5.5,0.51,3.23,1,2,22,-100,61,0.265939355,0.3701010027,0,1,k,50.0,15,incorrect,incorrect,0,1
1514,58,250,4,0,0,-1,-1,0,0,2,-50,0,-50,d,5.65,0.66,4.95,1,2,22,-100,61,0.420830733,0.5702436102,0,1,k,50.0,15,incorrect,incorrect,0,1
1520,59,251,4,0,1,-1,1,0,0,2,-48,2,-46,k,6.0,0.6,4.77,1,3,23,-100,60,0.2915642323,0.3900931396,1,1,k,50.0,15,correct,incorrect,1,0
1526,60,252,4,0,1,-1,1,0,0,2,-58,2,-56,k,6.98,0.41,4.39,1,3,23,-100,60,0.4822685714,0.6001803549,1,1,k,50.0,15,correct,correct,1,0
1532,61,253,4,0,0,-1,-1,0,0,2,-56,0,-56,d,5.64,0.44,4.27,1,2,22,-100,60,0.6932136555,0.8703970801,1,1,d,40.0,15,correct,correct,1,0
1538,62,254,4,1,0,1,-1,0,0,2,59,0,59,d,6.46,0.64,4.2,10,11,31,-100,61,0.3780741371,0.5101676993,0,1,k,50.0,15,incorrect,correct,0,1
1544,63,255,4,1,0,1,-1,0,0,2,33,0,33,d,6.41,0.61,3.02,10,11,31,-100,60,0.2372499272,0.4001352519,1,1,d,40.0,15,correct,incorrect,1,0
1550,64,256,4,0,1,-1,1,0,0,2,-42,2,-40,k,6.74,0.5,3.39,1,3,23,-100,60,0.4803572543,0.6102546836,1,1,k,50.0,15,correct,correct,1,0
1556,1,257,5,1,1,1,1,0,1,4,51,4,55,k,5.67,0.58,3.29,10,12,32,-100,60,0.241410406,0.3701537464,1,1,k,50.0,15,correct,correct,1,0
1562,2,258,5,1,0,1,-1,0,1,4,45,0,45,d,4.52,0.7,4.75,10,11,31,-100,60,0.3108213788,0.4901812644,1,1,d,40.0,15,correct,correct,1,0
1568,3,259,5,0,1,-1,1,0,1,4,-38,4,-34,k,5.62,0.46,3.61,1,3,23,-100,60,0.3064413723,0.500252742,1,1,k,50.0,15,correct,correct,1,0
1574,4,260,5,0,1,-1,1,0,1,4,-50,4,-46,k,6.08,0.65,3.67,1,3,23,-100,60,0.2636844913,0.4301697862,1,1,k,50.0,15,correct,correct,1,0
1580,5,261,5,1,1,1,1,0,1,4,39,4,43,k,6.96,0.41,3.55,10,12,32,-100,61,0.2985315303,0.4501359789,0,1,d,40.0,15,incorrect,correct,0,1
1586,6,262,5,1,1,1,1,0,1,4,60,4,64,k,5.14,0.46,4.08,10,12,32,-100,60,0.3384468097,0.4601951972,1,1,k,50.0,15,correct,incorrect,1,0
1592,7,263,5,0,0,-1,-1,0,1,4,-41,0,-41,d,5.59,0.6,3.95,1,2,22,-100,61,0.2915246032,0.460191776,0,1,k,50.0,15,incorrect,correct,0,1
1598,8,264,5,1,0,1,-1,0,1,4,38,0,38,d,6.25,0.6,3.84,10,11,31,-100,60,0.2328684952,0.4101200589,1,1,d,40.0,15,correct,incorrect,1,0
1604,9,265,5,0,0,-1,-1,0,1,4,-40,0,-40,d,5.14,0.49,4.24,1,2,22,-100,61,0.3782873926,0.5101702652,0,1,k,50.0,15,incorrect,correct,0,1
1610,10,266,5,1,0,1,-1,0,1,4,35,0,35,d,4.89,0.52,3.55,10,11,31,-100,60,0.2721092256,0.4201405035,1,1,d,40.0,15,correct,incorrect,1,0
1616,11,267,5,1,0,1,-1,0,1,4,53,0,53,d,6.11,0.62,3.25,10,11,31,-100,61,0.3296859413,0.5402512709,0,1,k,50.0,15,incorrect,correct,0,1
1622,12,268,5,1,0,1,-1,0,1,4,36,0,36,d,4.47,0.45,4.03,10,11,31,-100,60,0.2996864744,0.480057043,1,1,d,40.0,15,correct,incorrect,1,0
1628,13,269,5,1,1,1,1,1,2,8,50,8,58,k,6.85,0.53,3.32,10,12,32,-100,60,0.3068114333,0.4102549116,1,1,k,50.0,15,correct,correct,1,0
1640,15,271,5,0,1,-1,1,0,2,8,-51,8,-43,k,5.73,0.4,3.13,1,3,23,-100,60,0.410761251,0.5101714056,1,1,k,50.0,15,correct,correct,1,0
1646,16,272,5,1,1,1,1,0,2,8,39,8,47,k,5.9,0.53,3.05,10,12,32,-100,60,0.238784911,0.3100812566,1,1,k,50.0,15,correct,correct,1,0
1652,17,273,5,0,0,-1,-1,0,2,8,-49,0,-49,d,6.54,0.48,4.69,1,2,22,-100,60,0.2850570872,0.4801177695,1,1,d,40.0,15,correct,correct,1,0
1658,18,274,5,1,0,1,-1,0,2,8,33,0,33,d,6.31,0.61,3.02,10,11,31,-100,60,0.3705851042,0.4902157616,1,1,d,40.0,15,correct,correct,1,0
1664,19,275,5,1,0,1,-1,0,2,8,48,0,48,d,5.56,0.44,4.49,10,11,31,-100,61,0.2800692453,0.3601735011,0,1,k,50.0,15,incorrect,correct,0,1
1670,20,276,5,1,0,1,-1,0,2,8,42,0,42,d,5.18,0.64,3.16,10,11,31,-100,60,0.2779988419,0.3901966313,1,1,d,40.0,15,correct,incorrect,1,0
1676,21,277,5,1,1,1,1,0,2,8,38,8,46,k,5.63,0.67,4.02,10,12,32,-100,60,0.3712060542,0.4701309668,1,1,k,50.0,15,correct,correct,1,0
1682,22,278,5,0,0,-1,-1,0,2,8,-59,0,-59,d,5.99,0.49,3.1,1,2,22,-100,60,0.2989380843,0.380145966,1,1,d,40.0,15,correct,correct,1,0
1688,23,279,5,0,0,-1,-1,0,2,8,-38,0,-38,d,4.11,0.6,3.47,1,2,22,-100,61,0.4373013024,0.540186553,0,1,k,50.0,15,incorrect,correct,0,1
1694,24,280,5,0,0,-1,-1,0,2,8,-37,0,-37,d,6.16,0.52,3.92,1,2,22,-100,60,0.4266587675,0.5601815409,1,1,d,40.0,15,correct,incorrect,1,0
1700,25,281,5,0,1,-1,1,0,2,8,-30,8,-22,k,6.73,0.67,4.09,1,3,23,-100,60,0.0649742311,0.1499830793,1,1,k,50.0,15,correct,correct,1,0
1706,26,282,5,0,1,-1,1,0,2,8,-59,8,-51,k,4.96,0.63,3.69,1,3,23,-100,61,0.2770736892,0.4301044981,0,1,d,40.0,15,incorrect,correct,0,1
1712,27,283,5,0,1,-1,1,1,0,2,-58,2,-56,k,5.65,0.64,4.63,1,3,23,-100,61,0.2799346777,0.4000899209,0,1,d,40.0,15,incorrect,incorrect,0,1
1718,28,284,5,0,0,-1,-1,0,0,2,-46,0,-46,d,5.75,0.55,3.02,1,2,22,-100,61,0.3139452304,0.4501719016,0,1,k,50.0,15,incorrect,incorrect,0,1
1724,29,285,5,0,0,-1,-1,0,0,2,-53,0,-53,d,6.71,0.53,3.27,1,2,22,-100,61,0.3549330597,0.4901712858,0,1,k,50.0,15,incorrect,incorrect,0,1
1730,30,286,5,0,0,-1,-1,0,0,2,-54,0,-54,d,5.9,0.63,4.86,1,2,22,-100,60,0.2597831693,0.3900711869,1,1,d,40.0,15,correct,incorrect,1,0
1736,31,287,5,0,1,-1,1,0,0,2,-50,2,-48,k,4.58,0.64,4.53,1,3,23,-100,60,0.2893484273,0.4101636793,1,1,k,50.0,15,correct,correct,1,0
1742,32,288,5,0,0,-1,-1,0,0,2,-41,0,-41,d,5.63,0.52,4.72,1,2,22,-100,60,0.2981814263,0.3800627165,1,1,d,40.0,15,correct,correct,1,0
1748,33,289,5,1,1,1,1,0,0,2,43,2,45,k,5.72,0.43,4.76,10,12,32,-100,60,0.9053866696,1.0104389729,1,1,k,50.0,15,correct,correct,1,0
1754,34,290,5,1,1,1,1,0,0,2,34,2,36,k,6.82,0.51,4.29,10,12,32,-100,61,0.3375889408,0.4401702737,0,1,d,40.0,15,incorrect,correct,0,1
1760,35,291,5,0,1,-1,1,0,0,2,-41,2,-39,k,4.09,0.48,4.87,1,3,23,-100,60,0.2591627895,0.3800977839,1,1,k,50.0,15,correct,incorrect,1,0
1766,36,292,5,1,1,1,1,0,0,2,51,2,53,k,5.93,0.65,3.62,10,12,32,-100,60,0.2327401997,0.3200885866,1,1,k,50.0,15,correct,correct,1,0
1772,37,293,5,1,0,1,-1,0,0,2,41,0,41,d,4.71,0.64,4.79,10,11,31,-100,60,0.3422663077,0.5102019114,1,1,d,40.0,15,correct,correct,1,0
1778,38,294,5,0,1,-1,1,0,0,2,-33,2,-31,k,5.45,0.61,3.16,1,3,23,-100,60,0.2699530068,0.4001486517,1,1,k,50.0,15,correct,correct,1,0
1784,39,295,5,1,0,1,-1,0,0,2,46,0,46,d,5.7,0.58,4.53,10,11,31,-100,61,0.272934593,0.3700921646,0,1,k,50.0,15,incorrect,correct,0,1
1790,40,296,5,1,0,1,-1,1,3,12,36,0,36,d,5.17,0.66,4.03,10,11,31,-100,60,0.2985948227,0.4801143483,1,1,d,40.0,15,correct,incorrect,1,0
1796,41,297,5,1,1,1,1,0,3,12,49,12,61,k,5.81,0.46,3.69,10,12,32,-100,60,0.2521877937,0.3701092707,1,1,k,50.0,15,correct,correct,1,0
1802,42,298,5,0,1,-1,1,0,3,12,-30,12,-18,k,6.1,0.65,4.75,1,3,23,-100,60,0.1027569551,0.2199893429,1,1,k,50.0,15,correct,correct,1,0
1808,43,299,5,0,0,-1,-1,0,3,12,-37,0,-37,d,5.26,0.67,4.93,1,2,22,-100,60,0.247857965,0.430256742,1,1,d,40.0,15,correct,correct,1,0
1814,44,300,5,1,1,1,1,0,3,12,48,12,60,k,4.95,0.49,4.33,10,12,32,-100,60,0.2175215087,0.3701540315,1,1,k,50.0,15,correct,correct,1,0
1820,45,301,5,1,0,1,-1,0,3,12,51,0,51,d,4.27,0.49,3.0,10,11,31,-100,60,0.2843149693,0.4602180053,1,1,d,40.0,15,correct,correct,1,0
1826,46,302,5,0,0,-1,-1,0,3,12,-55,0,-55,d,4.1,0.49,4.9,1,2,22,-100,60,0.1519363062,0.3501436481,1,1,d,40.0,15,correct,correct,1,0
1832,47,303,5,0,1,-1,1,0,3,12,-56,12,-44,k,5.57,0.59,4.27,1,3,23,-100,60,0.4692468687,0.5902172156,1,1,k,50.0,15,correct,correct,1,0
1838,48,304,5,1,1,1,1,0,3,12,41,12,53,k,4.34,0.68,4.55,10,12,32,-100,60,0.3089525418,0.3901527258,1,1,k,50.0,15,correct,correct,1,0
1844,49,305,5,1,1,1,1,0,3,12,49,12,61,k,5.61,0.43,4.97,10,12,32,-100,60,0.341761964,0.3800997796,1,1,k,50.0,15,correct,correct,1,0
1850,50,306,5,0,1,-1,1,0,3,12,-35,12,-23,k,6.89,0.69,4.64,1,3,23,-100,60,0.2880078825,0.4201436396,1,1,k,50.0,15,correct,correct,1,0
1856,51,307,5,1,0,1,-1,0,3,12,50,0,50,d,6.13,0.69,4.96,10,11,31,-100,61,0.278413949,0.3600429248,0,1,k,50.0,15,incorrect,correct,0,1
1862,52,308,5,1,1,1,1,0,3,12,56,12,68,k,5.29,0.52,3.37,10,12,32,-100,60,0.3162400083,0.3900982715,1,1,k,50.0,15,correct,incorrect,1,0
1868,53,309,5,1,1,1,1,1,0,2,44,2,46,k,6.5,0.52,3.45,10,12,32,-100,61,0.2657298058,0.4802118528,0,1,d,40.0,15,incorrect,correct,0,1
1874,54,310,5,0,1,-1,1,0,0,2,-49,2,-47,k,4.77,0.57,4.41,1,3,23,-100,60,0.2892945433,0.4502086797,1,1,k,50.0,15,correct,incorrect,1,0
1880,55,311,5,0,0,-1,-1,0,0,2,-30,0,-30,d,4.7,0.55,4.99,1,2,22,-100,61,0.292432935,0.4101850619,0,1,k,50.0,15,incorrect,correct,0,1
1886,56,312,5,0,1,-1,1,0,0,2,-42,2,-40,k,5.09,0.63,4.67,1,3,23,-100,61,0.3977423993,0.6302439695,0,1,d,40.0,15,incorrect,incorrect,0,1
1892,57,313,5,0,0,-1,-1,0,0,2,-36,0,-36,d,4.86,0.48,4.88,1,2,22,-100,61,0.2449844321,0.3600700094,0,1,k,50.0,15,incorrect,incorrect,0,1
1898,58,314,5,1,0,1,-1,0,0,2,48,0,48,d,5.83,0.67,3.11,10,11,31,-100,60,0.2205846338,0.4001095928,1,1,d,40.0,15,correct,incorrect,1,0
1904,59,315,5,1,0,1,-1,0,0,2,59,0,59,d,6.92,0.46,3.63,10,11,31,-100,61,0.2595371271,0.3901239306,0,1,k,50.0,15,incorrect,correct,0,1
1910,60,316,5,1,1,1,1,0,0,2,48,2,50,k,6.32,0.66,3.22,10,12,32,-100,61,0.2070212392,0.3700844669,0,1,d,40.0,15,incorrect,incorrect,0,1
1916,61,317,5,0,0,-1,-1,0,0,2,-60,0,-60,d,5.08,0.41,3.61,1,2,22,-100,61,0.3150403033,0.4501724718,0,1,k,50.0,15,incorrect,incorrect,0,1
1922,62,318,5,1,0,1,-1,0,0,2,40,0,40,d,4.67,0.56,4.51,10,11,31,-100,60,0.2787115944,0.5201727484,1,1,d,40.0,15,correct,incorrect,1,0
1928,63,319,5,0,0,-1,-1,0,0,2,-50,0,-50,d,6.32,0.45,3.47,1,2,22,-100,61,0.8720441085,1.0204551409,0,1,k,50.0,15,incorrect,correct,0,1
1934,64,320,5,0,1,-1,1,0,0,2,-38,2,-36,k,6.33,0.61,4.0,1,3,23,-100,60,0.3286689861,0.4501798845,1,1,k,50.0,15,correct,incorrect,1,0
